7.664091949,4.62761149,5.78237093,8.415858435,2.963573216,Healthy
7.474091605,4.517944521,5.789817633,7.837139282,2.992998035,Healthy
7.680953619,4.679945007,5.331053167,8.130835618,2.930142539,Healthy
7.408409463,4.599656862,6.081555163,8.033700142,3.015145638,Healthy
7.561490317,4.547602373,5.772346869,8.184082195,2.924372852,Healthy
7.491897303,4.810565241,5.227938523,8.036595361,2.961575724,Healthy
7.390465142,4.786457494,6.039462576,8.103063614,2.951054048,Healthy
7.386310087,4.695993036,5.572970945,7.81269978,3.039835148,Healthy
7.313448491,4.626793523,5.302856926,8.07710417,2.965653578,Healthy
7.383418019,4.618971456,5.780094291,7.989356952,2.95196816,Healthy
7.124523105,4.481596713,5.034916734,7.908899948,2.965869709,Healthy
7.075988547,4.589360471,5.601477747,7.656697312,2.967854816,Healthy
7.266205609,4.434573856,5.843361492,7.929876885,2.971702827,Healthy
7.355582554,4.651614374,5.339385798,7.774186482,2.951113669,Healthy
7.111033081,4.608199709,5.43986315,7.377790996,2.967399771,Healthy
7.393815949,4.532124191,5.833148138,7.739562311,3.010665732,Healthy
7.102930098,4.361671336,5.360435705,7.617438954,3.00850152,Healthy
7.388786449,4.501161788,5.844921477,7.690853142,3.070411868,Healthy
6.851289157,4.321816197,5.739868041,7.564412513,3.047311673,Healthy
6.957528389,4.421060053,5.37132585,7.893536711,2.987654623,Healthy
7.366856391,4.452696439,6.064204526,7.791182017,3.107213191,Healthy
7.208664206,4.405027894,5.988101788,7.15686224,3.044233287,Healthy
7.059594112,4.52964716,5.101006077,7.275143218,3.016077862,Healthy
7.195370806,4.504297848,6.007550603,7.681488247,2.992012226,Healthy
7.159705658,4.428811237,5.777423073,7.344190781,3.047046062,Healthy
7.400493437,4.4922404,5.038658349,7.345615261,2.996065269,Healthy
7.157702106,4.495732234,6.145966902,7.578822945,2.984819373,Healthy
7.08636114,4.277179371,5.637845477,7.162381274,3.011023334,Healthy
7.015613072,4.355371365,5.138729741,7.346166641,3.025799621,Healthy
7.011654985,4.349140309,6.339349901,7.394925648,3.047073159,Healthy
7.115713003,4.394968848,5.967550821,7.516118988,3.014038297,Healthy
6.9244572,4.472918306,5.234880492,7.454470527,3.063209239,Healthy
7.109559881,4.509107831,6.370771469,7.724602243,3.020199497,Healthy
6.869339813,4.355258441,5.793781187,7.545474776,2.989536628,Healthy
6.958460704,4.549857128,5.456987953,7.51322949,3.04314558,Healthy
6.979495862,4.550547769,6.8039475,7.784553836,3.032461875,Healthy
7.194689801,4.428544617,5.449257724,7.518369204,3.052738172,Healthy
7.080475463,4.405957428,5.536385763,7.523077369,3.050689541,Healthy
7.099873165,4.517084012,6.341646797,7.886073743,3.044736848,Healthy
6.835771205,4.431934463,5.273049042,7.894814094,3.081845255,Healthy
6.79116814,4.32396469,5.578807401,7.759432781,3.05757227,Healthy
6.816621436,4.428734768,6.076315271,7.7368744,3.045971205,Healthy
7.121776226,4.434325572,5.189641827,7.424074784,3.035595882,Healthy
6.967211839,4.440381163,5.901300155,7.567527306,3.037432269,Healthy
6.861414252,4.415889849,6.197207632,7.389460553,3.024592743,Healthy
6.477000468,4.308276787,4.84735009,7.004545977,3.003306965,Healthy
6.772096988,4.487718532,5.858752945,7.515629022,3.048974582,Healthy
6.657576024,4.29046763,5.628414575,7.169452805,3.119821126,Healthy
6.502157614,4.460950731,4.906182985,7.246574881,3.030640937,Healthy
6.564641127,4.45849323,5.791235318,7.300176497,3.071389217,Healthy
6.885125875,4.300460855,5.774681062,7.262930731,3.032859722,Healthy
6.873753899,4.363112831,4.954565863,7.640115278,3.012947874,Healthy
6.887205222,4.429770888,5.583884641,7.712475725,3.088466216,Healthy
6.503915734,4.302139721,5.844652943,7.153063607,3.073551602,Healthy
6.360531481,4.330924699,5.090785979,6.995978699,3.080061698,Healthy
6.690328706,4.380281786,6.101254762,7.384991357,3.08979093,Healthy
